id,village_id,block_id,district_id,latitude,longitude,address_text,source_id,confidence,geometry,data_status
LOC-VIL-035416,VIL-PB-035416,BLK-MUK-079,DST-MUK,30.4298,74.5226,"Roranwali Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.5226 30.4298),official
LOC-VIL-035417,VIL-PB-035417,BLK-MUK-079,DST-MUK,30.4652,74.6059,"Chak Jawahar Singhwala Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.6059 30.4652),official
LOC-VIL-035418,VIL-PB-035418,BLK-MUK-079,DST-MUK,30.5216,74.587,"Ranjitgarh Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.587 30.5216),official
LOC-VIL-035419,VIL-PB-035419,BLK-MUK-079,DST-MUK,30.5056,74.5409,"Nurpur Kirpalke Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.5409 30.5056),official
LOC-VIL-035420,VIL-PB-035420,BLK-MUK-079,DST-MUK,30.5507,74.4969,"Virvianwali Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.4969 30.5507),official
LOC-VIL-035421,VIL-PB-035421,BLK-MUK-079,DST-MUK,30.518,74.5476,"Gulabewala Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.5476 30.518),official
LOC-VIL-035422,VIL-PB-035422,BLK-MUK-079,DST-MUK,30.5165,74.5822,"Jaseana Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.5822 30.5165),official
LOC-VIL-035423,VIL-PB-035423,BLK-MUK-079,DST-MUK,30.4515,74.4842,"Mangatker Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.4842 30.4515),official
LOC-VIL-035424,VIL-PB-035424,BLK-MUK-079,DST-MUK,30.4071,74.5827,"Landaroda Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.5827 30.4071),official
LOC-VIL-035425,VIL-PB-035425,BLK-MUK-079,DST-MUK,30.4872,74.5357,"Shivpura Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.5357 30.4872),official
LOC-VIL-035426,VIL-PB-035426,BLK-MUK-079,DST-MUK,30.4185,74.5522,"Kanianwali Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.5522 30.4185),official
LOC-VIL-035427,VIL-PB-035427,BLK-MUK-079,DST-MUK,30.529,74.4929,"Jagat Singhwala Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.4929 30.529),official
LOC-VIL-035428,VIL-PB-035428,BLK-MUK-079,DST-MUK,30.4702,74.5605,"Mukand Singhwala Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.5605 30.4702),official
LOC-VIL-035429,VIL-PB-035429,BLK-MUK-079,DST-MUK,30.546,74.5476,"Bhangewala Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.5476 30.546),official
LOC-VIL-035430,VIL-PB-035430,BLK-MUK-079,DST-MUK,30.4247,74.5619,"Maan Singhwala Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.5619 30.4247),official
LOC-VIL-035431,VIL-PB-035431,BLK-MUK-079,DST-MUK,30.446,74.4668,"Sheerwali Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.4668 30.446),official
LOC-VIL-035432,VIL-PB-035432,BLK-MUK-079,DST-MUK,30.4513,74.6054,"Najabat Kokrian Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.6054 30.4513),official
LOC-VIL-035433,VIL-PB-035433,BLK-MUK-079,DST-MUK,30.5461,74.576,"Lubhanianwali Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.576 30.5461),official
LOC-VIL-035434,VIL-PB-035434,BLK-MUK-079,DST-MUK,30.4397,74.4585,"Wangal Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.4585 30.4397),official
LOC-VIL-035435,VIL-PB-035435,BLK-MUK-079,DST-MUK,30.5211,74.4904,"Randhawa Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.4904 30.5211),official
LOC-VIL-035436,VIL-PB-035436,BLK-MUK-079,DST-MUK,30.5103,74.6162,"Dohak Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.6162 30.5103),official
LOC-VIL-035437,VIL-PB-035437,BLK-MUK-079,DST-MUK,30.5553,74.5398,"Chak Dohak Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.5398 30.5553),official
LOC-VIL-035438,VIL-PB-035438,BLK-MUK-079,DST-MUK,30.5198,74.506,"Budhimal Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.506 30.5198),official
LOC-VIL-035439,VIL-PB-035439,BLK-MUK-079,DST-MUK,30.4001,74.4903,"Jandoke Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.4903 30.4001),official
LOC-VIL-035440,VIL-PB-035440,BLK-MUK-079,DST-MUK,30.49,74.5082,"Sakanwali Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.5082 30.49),official
LOC-VIL-035441,VIL-PB-035441,BLK-MUK-079,DST-MUK,30.435,74.5287,"Sangrana Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.5287 30.435),official
LOC-VIL-035442,VIL-PB-035442,BLK-MUK-079,DST-MUK,30.4761,74.5209,"Dodanwali Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.5209 30.4761),official
LOC-VIL-035443,VIL-PB-035443,BLK-MUK-079,DST-MUK,30.5588,74.525,"Takhat Malana Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.525 30.5588),official
LOC-VIL-035444,VIL-PB-035444,BLK-MUK-079,DST-MUK,30.4895,74.5423,"Jamuana Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.5423 30.4895),official
LOC-VIL-035445,VIL-PB-035445,BLK-MUK-079,DST-MUK,30.492,74.4876,"Chak Baja Madahar Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.4876 30.492),official
LOC-VIL-035446,VIL-PB-035446,BLK-MUK-079,DST-MUK,30.5124,74.5191,"Wattu Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.5191 30.5124),official
LOC-VIL-035447,VIL-PB-035447,BLK-MUK-079,DST-MUK,30.4433,74.5306,"Motlewala Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.5306 30.4433),official
LOC-VIL-035448,VIL-PB-035448,BLK-MUK-079,DST-MUK,30.5396,74.4672,"Chak Motlewala Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.4672 30.5396),official
LOC-VIL-035449,VIL-PB-035449,BLK-MUK-079,DST-MUK,30.4768,74.564,"Madahar Kalan Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.564 30.4768),official
LOC-VIL-035450,VIL-PB-035450,BLK-MUK-079,DST-MUK,30.5416,74.43,"Baja Madahar Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.43 30.5416),official
LOC-VIL-035451,VIL-PB-035451,BLK-MUK-079,DST-MUK,30.535,74.5494,"Chak Gandha Singhwala Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.5494 30.535),official
LOC-VIL-035452,VIL-PB-035452,BLK-MUK-079,DST-MUK,30.4453,74.5502,"Sunian Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.5502 30.4453),official
LOC-VIL-035453,VIL-PB-035453,BLK-MUK-079,DST-MUK,30.4593,74.4778,"Jhabelwali Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.4778 30.4593),official
LOC-VIL-035454,VIL-PB-035454,BLK-MUK-079,DST-MUK,30.5329,74.618,"Warring Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.618 30.5329),official
LOC-VIL-035455,VIL-PB-035455,BLK-MUK-079,DST-MUK,30.4012,74.5969,"Haraj Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.5969 30.4012),official
LOC-VIL-035456,VIL-PB-035456,BLK-MUK-079,DST-MUK,30.5559,74.4708,"Chak Khokhar Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.4708 30.5559),official
LOC-VIL-035457,VIL-PB-035457,BLK-MUK-079,DST-MUK,30.5589,74.5666,"Sarai Naga Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.5666 30.5589),official
LOC-VIL-035458,VIL-PB-035458,BLK-MUK-079,DST-MUK,30.4849,74.4285,"Khokhar Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.4285 30.4849),official
LOC-VIL-035459,VIL-PB-035459,BLK-MUK-079,DST-MUK,30.4629,74.4209,"Bari Hari Urf Harike Kalan Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.4209 30.4629),official
LOC-VIL-035460,VIL-PB-035460,BLK-MUK-079,DST-MUK,30.4264,74.5186,"Samagh Village, Muktsar Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.5186 30.4264),official
LOC-VIL-035321,VIL-PB-035321,BLK-MUK-080,DST-MUK,30.3553,74.7192,"Tharajwala Village, Kot Bhai Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.7192 30.3553),official
LOC-VIL-035322,VIL-PB-035322,BLK-MUK-080,DST-MUK,30.2642,74.6963,"Fakarsar Village, Kot Bhai Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.6963 30.2642),official
LOC-VIL-035323,VIL-PB-035323,BLK-MUK-080,DST-MUK,30.3187,74.6382,"Peori Village, Kot Bhai Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.6382 30.3187),official
LOC-VIL-035324,VIL-PB-035324,BLK-MUK-080,DST-MUK,30.3271,74.6661,"Doula Village, Kot Bhai Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.6661 30.3271),official
LOC-VIL-035325,VIL-PB-035325,BLK-MUK-080,DST-MUK,30.3317,74.6444,"Bharu Village, Kot Bhai Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.6444 30.3317),official
LOC-VIL-035326,VIL-PB-035326,BLK-MUK-080,DST-MUK,30.2777,74.5901,"Husnar Village, Kot Bhai Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.5901 30.2777),official
LOC-VIL-035327,VIL-PB-035327,BLK-MUK-080,DST-MUK,30.2632,74.5722,"Theri Village, Kot Bhai Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.5722 30.2632),official
LOC-VIL-035328,VIL-PB-035328,BLK-MUK-080,DST-MUK,30.3258,74.6971,"Babania Village, Kot Bhai Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.6971 30.3258),official
LOC-VIL-035329,VIL-PB-035329,BLK-MUK-080,DST-MUK,30.3484,74.6399,"Ghagga Village, Kot Bhai Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.6399 30.3484),official
LOC-VIL-035330,VIL-PB-035330,BLK-MUK-080,DST-MUK,30.2708,74.6578,"Kuraiwala Village, Kot Bhai Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.6578 30.2708),official
LOC-VIL-035331,VIL-PB-035331,BLK-MUK-080,DST-MUK,30.3294,74.6901,"Baddian Village, Kot Bhai Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.6901 30.3294),official
LOC-VIL-035332,VIL-PB-035332,BLK-MUK-080,DST-MUK,30.3306,74.6172,"Gurusar Village, Kot Bhai Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.6172 30.3306),official
LOC-VIL-035333,VIL-PB-035333,BLK-MUK-080,DST-MUK,30.3493,74.6737,"Madhir Village, Kot Bhai Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.6737 30.3493),official
LOC-VIL-035334,VIL-PB-035334,BLK-MUK-080,DST-MUK,30.2944,74.6591,"Buttar ( Bakhuha) Village, Kot Bhai Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.6591 30.2944),official
LOC-VIL-035335,VIL-PB-035335,BLK-MUK-080,DST-MUK,30.3484,74.6953,"Kot Bhai Village, Kot Bhai Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.6953 30.3484),official
LOC-VIL-035336,VIL-PB-035336,BLK-MUK-080,DST-MUK,30.3837,74.67,"Chotian Village, Kot Bhai Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.67 30.3837),official
LOC-VIL-035337,VIL-PB-035337,BLK-MUK-080,DST-MUK,30.2966,74.5805,"Sahib Chand Village, Kot Bhai Block, Sri Muktsar Sahib, Punjab, India",SRC-GOI-CENSUS-2011,0.98,SRID=4326;POINT(74.5805 30.2966),official
